iter	Logloss
173	0.4179435707
174	0.4175288808
175	0.4172753183
176	0.4168505164
177	0.4165948803
178	0.4158983035
179	0.4156785665
180	0.4152806744
181	0.4150755011
182	0.414668556
183	0.4141866068
184	0.4137193451
185	0.4133260961
186	0.4128973667
187	0.4123499355
188	0.4118866292
189	0.4116837295
190	0.4112064784
191	0.4108657657
192	0.410396728
193	0.4100497964
194	0.4095441853
195	0.4091932361
196	0.4089554463
197	0.4085946164
198	0.4082166561
199	0.4079089736
200	0.4076689262
201	0.4071275007
202	0.4068416211
203	0.4065040116
204	0.4061429411
205	0.4057442905
206	0.4054721855
207	0.4049307387
208	0.4044344689
209	0.4040332696
210	0.4037908855
211	0.4035650003
212	0.4032737506
213	0.4028652748
214	0.402569779
215	0.4020672554
216	0.4016114603
217	0.4012937959
218	0.400844356
219	0.4006486104
220	0.4004497039
221	0.3999844375
222	0.3996298032
223	0.3991939551
224	0.3987155515
225	0.3983545452
226	0.3978204095
227	0.3973971751
228	0.3971141177
229	0.3966447388
230	0.3962665516
231	0.3960371906
232	0.3955808817
233	0.3953740311
234	0.3950144019
235	0.3945613141
236	0.3941477679
237	0.3936608366
238	0.3933810637
239	0.3930261537
240	0.3927194634
241	0.3923669609
242	0.3920995534
243	0.3917122512
244	0.3914208315
245	0.3908656349
246	0.390588723
247	0.3901478239
248	0.3895941777
249	0.3892664245
250	0.3888036592
251	0.3885501214
252	0.3880015685
253	0.3875086793
254	0.3872446042
255	0.3870325057
256	0.3867239971
257	0.38634943
258	0.3860747868
259	0.3858042216
260	0.3852400606
261	0.3848935888
262	0.3845996569
263	0.3843482437
264	0.3840005376
265	0.3837526874
266	0.3832324388
267	0.3829313852
268	0.3826671943
269	0.3822059448
270	0.3818510645
271	0.3816966231
272	0.3813237358
273	0.3810060647
274	0.3805945982
275	0.3801719216
276	0.3798448778
277	0.3795421437
278	0.3792145616
279	0.3789619665
280	0.3786524416
281	0.3783272341
282	0.3780466005
283	0.3777909462
284	0.3775122761
285	0.3772248854
286	0.3770003142
287	0.3768220889
288	0.3765354535
289	0.3763469859
290	0.3760870811
291	0.3757142089
292	0.3753807646
293	0.3751571295
294	0.374835463
295	0.374467822
296	0.3740934962
297	0.373942883
298	0.3736204211
299	0.3732573592
300	0.3728784377
301	0.3726851124
302	0.3724748088
303	0.3722611604
304	0.3720450908
305	0.3717962527
306	0.3716180908
307	0.3713598328
308	0.370927616
309	0.3706634069
310	0.3703240693
311	0.3701367575
312	0.3698565617
313	0.3695170048
314	0.3691386002
315	0.3689791649
316	0.3687198492
317	0.3683170605
318	0.367984125
319	0.367491492
320	0.3671602332
321	0.3667010746
322	0.3665881105
323	0.3664387895
324	0.3663035989
325	0.3659922861
326	0.3656332593
327	0.3653500178
328	0.3649932996
329	0.3647521265
330	0.3642107064
331	0.3638146973
332	0.363586522
333	0.3632624655
334	0.3629833375
335	0.3626686022
336	0.3622941262
337	0.3618905531
338	0.3616623954
339	0.3614978021
340	0.3612285452
341	0.360902205
342	0.3607352817
343	0.3602740425
344	0.3599794188
345	0.3597556785
346	0.3595600854
347	0.359119445
348	0.3586373036
349	0.3584100739
350	0.3582198399
351	0.3579137827
352	0.3575089216
353	0.3573124581
354	0.3570893871
355	0.3566683423
356	0.3563144975
357	0.356106323
358	0.3557549302
359	0.3553243698
360	0.3550567665
361	0.3549450497
362	0.3546932011
363	0.3544486559
364	0.3541592197
365	0.3537303619
366	0.3533426484
367	0.3528699382
368	0.3526686379
369	0.3525256418
370	0.352173162
371	0.3520062803
372	0.3518489489
373	0.3516271608
374	0.3511152806
375	0.3510278588
376	0.3508872066
377	0.350704071
378	0.3505323434
379	0.3502146614
380	0.3498421246
381	0.3497924672
382	0.3495353185
383	0.3491189526
384	0.3487832738
385	0.3484919218
386	0.3482665689
387	0.3481176093
388	0.3478794966
389	0.3474137932
390	0.3470812518
391	0.3468442033
392	0.3464259355
393	0.3461032935
394	0.3457986206
395	0.3456513994
396	0.3453368607
397	0.3450376175
398	0.3448731055
399	0.3444746907
400	0.3443362526
401	0.3441420019
402	0.3437331392
403	0.3434417153
404	0.3432714345
405	0.3429999518
406	0.3428893343
407	0.3427025991
408	0.3424676589
409	0.3423228898
410	0.3421553443
411	0.3418787562
412	0.3416413399
413	0.3413775856
414	0.3412046233
415	0.3409692095
416	0.3407882266
417	0.3405586209
418	0.3402445481
419	0.3399928347
420	0.3396608789
421	0.3395173311
422	0.3393443397
423	0.3390436843
424	0.3388392128
425	0.3385449194
426	0.3383328824
427	0.3379886939
428	0.337701736
429	0.3375594455
430	0.3373467191
431	0.3370804101
432	0.3368406116
433	0.3367177416
434	0.3363954211
435	0.3361663807
436	0.3358776798
437	0.3355927554
438	0.3353529224
439	0.3351192488
440	0.3349396302
441	0.3347872442
442	0.3346042236
443	0.3344790799
444	0.3342039169
445	0.3339823843
446	0.333612127
447	0.3334842831
448	0.3333533716
449	0.3329419884
450	0.3326666869
451	0.3323531015
452	0.3321067657
453	0.3318517829
454	0.3317989071
455	0.3314977741
456	0.3312261504
457	0.3310247454
458	0.330752486
459	0.3303892075
460	0.3300709283
461	0.3298921817
462	0.3295555242
463	0.3291850383
464	0.3290095148
465	0.3287316392
466	0.3284051325
467	0.3282841738
468	0.328064369
469	0.3278247497
470	0.3276557466
471	0.3274631333
472	0.3271795971
473	0.3269478695
474	0.3266802831
475	0.326298244
476	0.3261191509
477	0.3259310526
478	0.3255711036
479	0.3253432579
480	0.3251236216
481	0.3249614775
482	0.3246426768
483	0.3244220757
484	0.3241114174
485	0.3237005124
486	0.3234552894
487	0.3232467841
488	0.3231381972
489	0.3228769025
490	0.3227522232
491	0.3225650185
492	0.3223535192
493	0.3220683457
494	0.3218175377
495	0.3215910744
496	0.3213518027
497	0.3211975476
498	0.3210441221
499	0.320871049
